_id,categoria,link,nombre,puntuacion,ubicacion,lat,long
Mercado de Las Ventas,Centros comerciales,http://www.mercadoventas.es/,Mercado de Las Ventas,4.0,"Calle de La Virgen de La Alegria 10, 28027 Madrid España",40.434987,-3.6555953
Fundación Manuel Benedito,Museos especializados,http://www.fundacionmanuelbenedito.com/lafundacion.html,Fundación Manuel Benedito,4.5,"Calle Juan Bravo 4, 28006 Madrid España",40.3203802,-3.871296037860734
Tribunal Supremo,"['Interés arquitectonico', 'Edificios gubernamentales']",No disponible,Tribunal Supremo,4.5,"Plaza De La Villa De Paris, 28071 Madrid España",40.425284500000004,-3.6930515787000138
Real Casa de la Aduana,Puntos emblemáticos y de interés,No disponible,Real Casa de la Aduana,3.5,"Calle Alcala 5, 28014 Madrid España",40.4207361,-3.6848303
Palacio de Godoy,"['Lugares históricos', 'Interés arquitectonico']",No disponible,Palacio de Godoy,4.0,"Calle de Bailén, 7, 28013 Madrid España",40.4202731,-3.7126613742764656
Monumento a la Constitución de 1978,Monumentos y estatuas,No disponible,Monumento a la Constitución de 1978,3.5,"Calle de José Gutiérrez Abascal, 4, 28006 Madrid España",40.4402803,-3.6902517
Glorieta de Cuatro Caminos,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d4784622-Glorieta_de_Cuatro_Caminos-Madrid.html,Glorieta de Cuatro Caminos,3.0,"Glorieta de Cuatro Caminos, Madrid",40.4471513,-3.7036886
Sala Triángulo,Teatros,http://www.teatrotriangulo.com/,Sala Triángulo,3.0,"Calle Zurita 20, 28012 Madrid España",40.4096081,-3.699174
Plaza De San Miguel,Puntos emblemáticos y de interés,https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,Plaza De San Miguel,4.5,"Plaza De San Miguel, Madrid",40.4157141,-3.7094527
Cine Palacio de la Música,Teatros,tel:%2B34%20915%2021%2062%2009,Cine Palacio de la Música,3.5,"Calle Gran Via 35, 28013 Madrid España",40.471293,-3.8713528
Plaza De Las Salesas,Puntos emblemáticos y de interés,No disponible,Plaza De Las Salesas,5.0,"Plaza de Las Salesas, 28004 Madrid España",40.4239947,-3.6948221
Anillo Verde Ciclista de Madrid,Rutas ciclistas,https://www.tripadvisor.es/Attractions-g187514-Activities-c57-Madrid.html,Anillo Verde Ciclista de Madrid,4.0,"Anillo Verde Ciclista de Madrid, Madrid",40.4681595,-3.6285705
Parroquia del Santisimo Sacramento,Iglesias y catedrales,tel:%2B34%20915%2073%2032%2004,Parroquia del Santisimo Sacramento,3.5,"Calle del Alcalde Sainz de Baranda 3, 28009 Madrid España",40.41743765,-3.677438939577553
Biblioteca Centro Pedro Salinas,Bibliotecas,http://www.madrid.es/portales/munimadrid/es/Inicio/Ayuntamiento/Cultura-y-Ocio/Biblioteca-Publica-Centro-Pedro-Salinas?vgnextfmt=default&vgnextoid=67ed995a8bf5d010VgnVCM2000000c205a0aRCRD&vgnextchannel=0c369e242ab26010VgnVCM100000dc0ca8c0RCRD,Biblioteca Centro Pedro Salinas,4.0,"Glorieta Puerta de Toledo 1, 28005 Madrid España",40.4068187,-3.7112805
Monumento a los Abogados de Atocha,"['Puntos emblemáticos y de interés', 'Monumentos y estatuas']",No disponible,Monumento a los Abogados de Atocha,3.0,"Plazuela de Antón Martín, 28012 Madrid España",40.4124749,-3.6995106283532513
Nueve Norte,Teatros,http://www.nuevenorte.com/,Nueve Norte,4.5,"Calle del Norte 9, 28015 Madrid España",40.4260156,-3.707584
Jacinto Benavente Statue,Monumentos y estatuas,No disponible,Jacinto Benavente Statue,4.0,"El Retiro Park, 28009 Madrid España",40.41494595,-3.68328454639349
Centro Sefarad Israel - Palacio de Cañete,Museos de historia,http://www.sefarad-israel.es/,Centro Sefarad Israel - Palacio de Cañete,4.0,"Calle Mayor 69, 28013 Madrid España",40.4151297,-3.71127044720399
Rio Creative Art Center,Galerías de arte,http://creativeartcenter.es/,Rio Creative Art Center,5.0,"Paseo Marques de Monistrol, 5, 28011 Madrid España",40.42334,-3.7286834
Iglesia de las Religiosas de María Inmaculada,Iglesias y catedrales,https://www.religiosasmariainmaculada.org/es/rmi-en-el-mundo/rmi-en-espana,Iglesia de las Religiosas de María Inmaculada,4.0,"Calle Fuencarral 97, 28004 Madrid España",40.4276392,-3.701918
Edificio Catalana de Occidente,Puntos emblemáticos y de interés,No disponible,Edificio Catalana de Occidente,3.0,"Paseo Castellana 50, 28046 Madrid España",40.4353134,-3.6876978860345164
Centro Deportivo Municipal Peñuelas,Complejos deportivos,tel:%2B34%20914%2073%2024%2091,Centro Deportivo Municipal Peñuelas,4.5,"Calle Arganda 25, 28005 Madrid España",40.3201011,-3.6427863
Avenida de la Ilustración,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d4559015-Avenida_de_la_Ilustracion-Madrid.html,Avenida de la Ilustración,3.5,"Avenida de la Ilustración, Madrid",40.4800441,-3.7183065
Monumento a Cuba,Monumentos y estatuas,https://www.tripadvisor.es/RestaurantsNear-g187514-d12227916-Monumento_a_Cuba-Madrid.html,Monumento a Cuba,3.5,"Monumento a Cuba, Madrid",40.4193427,-3.681543163848728
Estatua del Teniente Jacinto Ruiz,"['Puntos emblemáticos y de interés', 'Monumentos y estatuas']",No disponible,Estatua del Teniente Jacinto Ruiz,4.0,"Plaza del Rey 4, 28004 Madrid España",40.420441,-3.6959227
Plaza de la Cruz Verde,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d7179264-Plaza_de_la_Cruz_Verde-Madrid.html,Plaza de la Cruz Verde,3.0,"Plaza de la Cruz Verde, Madrid",40.4846194,-3.3681741
Puente de la Reina Victoria,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d4442934-Puente_de_la_Reina_Victoria-Madrid.html,Puente de la Reina Victoria,3.5,"Puente de la Reina Victoria, Madrid",40.42474545,-3.726679599999996
Antiguo Hospicio,Puntos emblemáticos y de interés,No disponible,Antiguo Hospicio,5.0,"Camino Fuencarral 78, 28035 Madrid España",40.4770672,-3.7335103
Nuestra Señora de las Delicias,Puntos emblemáticos y de interés,No disponible,Nuestra Señora de las Delicias,3.5,"Paseo Delicias 61, 28045 Madrid España",40.3993218,-3.6921489
Calle De San Bernardo,Puntos emblemáticos y de interés,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Calle De San Bernardo,4.5,"Calle De San Bernardo, Madrid",40.429962,-3.7057288
Edificio del Círculo de Union Mercantil,"['Puntos emblemáticos y de interés', 'Interés arquitectonico']",No disponible,Edificio del Círculo de Union Mercantil,4.0,"Calle Gran Via 24, 28013 Madrid España",40.4721259,-3.8718142
Parroquia de Nuestra Señora de La Paz,Iglesias y catedrales,http://www.papaz.es/,Parroquia de Nuestra Señora de La Paz,4.0,"Calle Valderribas 37, 28007 Madrid España",40.404971599999996,-3.6758617083982634
Parroquia de Santa Cristina,Puntos emblemáticos y de interés,tel:%2B34%20914%2064%2049%2070,Parroquia de Santa Cristina,4.0,"Paseo Extremadura 32, 28011 Madrid España",40.41396039999999,-3.7282348675295123
Calle De Martín De Los Heros,Puntos emblemáticos y de interés,No disponible,Calle De Martín De Los Heros,3.0,"Calle de Martin de Los Heros, 28008 Madrid España",40.4289351,-3.7175179
Jardin Botanico Alfonso XIII,Jardines,https://www.facebook.com/BotanicoUCM/?__tn__=%2Cg,Jardin Botanico Alfonso XIII,3.0,"Avenida Complutense, 28040 Madrid España",40.4505256,-3.7275238
Monasterio De Montserrat,Lugares religiosos,https://www.facebook.com/montserratico/,Monasterio De Montserrat,4.5,"Calle de San Bernardo 79, 28015 Madrid España",40.42762765,-3.706669585638225
Estatua de Miguel de Cervantes,Monumentos y estatuas,No disponible,Estatua de Miguel de Cervantes,4.0,"Plaza de las Cortes, 28014 Madrid España",40.4151484,-3.6944117
Julia,Monumentos y estatuas,https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,Julia,4.5,"Julia, Madrid",40.4247112,-3.6898593
Plaza De Pedro Zerolo,Puntos emblemáticos y de interés,No disponible,Plaza De Pedro Zerolo,4.0,"Plaza De Pedro Zerolo, 28004 Madrid España",40.4208194,-3.6998843
Plaza Del Conde De Miranda,Puntos emblemáticos y de interés,https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,Plaza Del Conde De Miranda,4.0,"Plaza Del Conde De Miranda, Madrid",40.4148187,-3.7094801592775593
Monumento a Lope de Vega,"['Puntos emblemáticos y de interés', 'Monumentos y estatuas']",https://www.tripadvisor.es/RestaurantsNear-g187514-d4541881-Monumento_de_Lope_de_Vega-Madrid.html,Monumento a Lope de Vega,3.5,"Monumento a Lope de Vega, Madrid",40.416387,-3.6928682
Iglesia Del Santisimo Cristo De La Fe,"['Lugares religiosos', 'Iglesias y catedrales']",https://www.esmadrid.com/informacion-turistica/iglesia-santisimo-cristo-fe?utm_referrer=https%3A%2F%2Fwww.google.com%2F,Iglesia Del Santisimo Cristo De La Fe,4.5,"Calle Atocha 87, 28012 Madrid España",40.4113721,-3.6969777
Buho Real,Teatros,http://www.buhoreal.com/,Buho Real,4.0,"Calle Regueros 5, 28004 Madrid España",40.4245378,-3.6966253
Casa de Calderón de la Barca,"['Puntos emblemáticos y de interés', 'Interés arquitectonico']",tel:%2B34%20942%2058%2000%2033,Casa de Calderón de la Barca,4.0,"Calle Mayor 61, 28013 Madrid España",40.4156062,-3.7098802
Iglesia del Corpus Cristi Madrid,Iglesias y catedrales,No disponible,Iglesia del Corpus Cristi Madrid,4.0,"Calle Punonrostro 1, 28005 Madrid España",40.4145473,-3.7097988
La Encina Teatro,Teatros,http://laencinateatro.com/programacion/rubias,La Encina Teatro,4.5,"Calle De Ercilla, 15, 28005 Madrid España",40.4029431,-3.7028306
Estación De Chamberi,Museos especializados,http://museosmetromadrid.es/museos/estacion-de-chamberi/,Estación De Chamberi,4.5,"Plaza de Chamberí, 28010 Madrid España",40.43279855,-3.6973551668784124
Parque Emperatriz Maria de Austria,Puntos emblemáticos y de interés,http://www.madrid.es/portales/munimadrid/es/Inicio/Ayuntamiento/Direcciones-y-telefonos/Parque-Emperatriz-Maria-de-Austria?vgnextfmt=default&vgnextoid=57fc4fc4583be210VgnVCM1000000b205a0aRCRD&vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD,Parque Emperatriz Maria de Austria,4.0,"Parque Emperatriz Maria de Austria, Madrid",40.379176650000005,-3.723099207935085
Petrus Estatua,Monumentos y estatuas,http://patrimonioypaisaje.madrid.es/portales/monumenta/es/Monumentos/Monumentos-urbanos/Petrus/,Petrus Estatua,4.0,"Calle Bailen 10 Centro, 28013 Madrid España",40.4202699,-3.7129451
Tribunal de Cuentas,Puntos emblemáticos y de interés,tel:%2B34%20914%2047%2087%2001,Tribunal de Cuentas,3.5,"Calle Fuencarral 81, 28004 Madrid España",40.4257509,-3.7011661
Museo Municipal de Bomberos,Museos especializados,tel:%2B34%20914%2078%2065%2072,Museo Municipal de Bomberos,3.5,"Calle de Boada 4, 28038 Madrid España",40.3949115,-3.6535911
Casa Matesanz,Puntos emblemáticos y de interés,No disponible,Casa Matesanz,4.0,"Calle Gran Via 27, 28013 Madrid España",40.47083205,-3.871344282431271
Parroquia de Nuestra Senora de Guadalupe,Iglesias y catedrales,tel:%2B34%20914%2057%2000%2039,Parroquia de Nuestra Senora de Guadalupe,4.0,"Calle Puerto Rico 1, 28016 Madrid España",40.2283635,-3.8420609
Mercado de la Camara Agraria de la Comunidad de Madrid,Mercados de agricultores,http://camaraagraria.org/,Mercado de la Camara Agraria de la Comunidad de Madrid,4.5,"Paseo de La Puerta del Angel 4, 28011 Madrid España",40.4184928,-3.7350249
Pabellon de Cristal de la Casa de Campo,Palacios de congresos,http://www.madrid-destino.com/es/espacios-y-eventos/instalaciones/pabellon-de-cristal,Pabellon de Cristal de la Casa de Campo,2.5,"Avenida Principal 16, 28011 Madrid España",40.4146087,-3.7393869
Swinton and Grant,Galerías de arte,http://www.swintonandgrant.com/,Swinton and Grant,4.0,"Calle Miguel Servet 21, 28012 Madrid España",40.2908177,-3.6880703
La ley de Snell,Galerías de arte,http://www.laleydesnell.com/,La ley de Snell,5.0,"Calle de San Joaquin No 6 Malasaña, 28004 Madrid España",40.4249709,-3.7008257
Sala Mirador,Teatros,http://www.fcnc.es/,Sala Mirador,3.5,"Calle Doctor Fourquet 31, 28012 Madrid España",40.4070512,-3.6988713
Monumento a Capitán Ángel Melgar,Monumentos y estatuas,http://patrimonioypaisaje.madrid.es/sites/v/index.jsp,Monumento a Capitán Ángel Melgar,4.0,"Calle de Lepanto, 28013 Centro, 28013 Madrid España",40.4179506,-3.7116373
Agrupacion Deportiva Cultural de la Emt,Complejos deportivos,No disponible,Agrupacion Deportiva Cultural de la Emt,3.0,"Calle Viejas, 28046 Madrid España",40.4801847,-3.6832654
Plaza De Chamberí,Puntos emblemáticos y de interés,https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,Plaza De Chamberí,4.0,"Plaza De Chamberí, Madrid",40.43279855,-3.6973551668784124
Jardines de Pablo Sorozabal,"['Parques', 'Jardines']",https://www.madrid.es/portales/munimadrid/es/Inicio/Medio-ambiente/Direcciones-y-telefonos/Jardines-de-Pablo-Sorozabal?vgnextfmt=default&vgnextoid=b53d8464dad45510VgnVCM1000001d4a900aRCRD&vgnextchannel=864f79ed268fe410VgnVCM1000000b205a0aRCRD,Jardines de Pablo Sorozabal,3.5,"Calle del Príncipe de Vergara, 139, 28002 Madrid España",40.4446669,-3.6786026
Monumento a la Infanta Isabel Borbon,Monumentos y estatuas,No disponible,Monumento a la Infanta Isabel Borbon,3.5,"Paseo del Pintor Rosales s/n, 28008 Madrid España",40.426924,-3.7197935
Jardines Del Arquitecto Ribera,Jardines,No disponible,Jardines Del Arquitecto Ribera,3.5,"Calle Barceló, 28004 Madrid España",40.4262576,-3.7012578
Plaza De La Provincia,Puntos emblemáticos y de interés,No disponible,Plaza De La Provincia,3.5,"Plaza de la Provincia, 28012 Madrid España",40.4148032,-3.7060109
Teatro Monumental,Teatros,http://www.rtve.es/,Teatro Monumental,4.5,"Calle Atocha 65, 28012 Madrid España",40.4124685,-3.6991495
Teatro Compac,Teatros,No disponible,Teatro Compac,3.5,"Calle Gran Via 64, 28013 Madrid España",40.47083205,-3.871344282431271
Parroquia Santísimo Cristo De La Victoria,Iglesias y catedrales,https://www.facebook.com/ParroquiaDelSantisimoCristoDeLaVictoria/,Parroquia Santísimo Cristo De La Victoria,4.5,"Calle de Fernando el Católico, 45, 28015 Madrid España",40.4342951,-3.717938
Edificio Castelar,Interés arquitectonico,No disponible,Edificio Castelar,3.5,"Paseo de la Castellana, 50, 28046 Madrid España",40.4353134,-3.6876978860345164
Plaza De Jesús,Puntos emblemáticos y de interés,No disponible,Plaza De Jesús,4.0,"Plaza De Jesús, 28014 Madrid España",40.4143237,-3.6957021
Hospital de la Cruz Roja S. Jose y Sta. Adela,Puntos emblemáticos y de interés,No disponible,Hospital de la Cruz Roja S. Jose y Sta. Adela,4.5,"Avenida Reina Victoria 22-24, 28003 Madrid España",40.6380634,-4.022365
Monumento a Tirso de Molina,Monumentos y estatuas,No disponible,Monumento a Tirso de Molina,4.0,"Plaza Tirso de Molina, 28012 Madrid España",40.30438755,-3.7373042719728495
Parroquia de Nuestra Señora de Madrid,Puntos emblemáticos y de interés,No disponible,Parroquia de Nuestra Señora de Madrid,4.0,"Paseo Castellana 207, 28046 Madrid España",40.4695566,-3.6889509
Museo Del Tarot,Museos especializados,http://www.museodeltarot.com/,Museo Del Tarot,4.5,"Museo Del Tarot, Madrid",40.4182403,-3.7027808
Casa Del Parroco,Puntos emblemáticos y de interés,http://todosobremadrid.com/que-ver/casa-del-parroco-de-la-iglesia-de-san-jose,Casa Del Parroco,4.0,"Alcalá nº 41, 28014 Madrid España",40.4185449,-3.6969767
La Pension de las Pulgas,Teatros,http://lapensiondelaspulgas.com/,La Pension de las Pulgas,5.0,"Calle Huertas 48, 28014 Madrid España",41.0315715,-3.6252834
Estatua Tras Julia,Monumentos y estatuas,No disponible,Estatua Tras Julia,4.0,"Calle del Pez, 28015 Madrid España",40.4237699,-3.7053919
Iglesia de Nuestra Señora Del Pilar,Iglesias y catedrales,http://www.parroquiadelpilar.es/paginas/index.html,Iglesia de Nuestra Señora Del Pilar,3.0,"Calle Juan Bravo 40, 28006 Madrid España",40.320967,-3.8712983
Palacio Bermejillo,Puntos emblemáticos y de interés,No disponible,Palacio Bermejillo,4.0,"Paseo Eduardo Dato 31, 28010 Madrid España",40.43327145,-3.6898342354996894
Parroquia de San Miguel de Chamartín,Iglesias y catedrales,tel:%2B34%20913%2002%2001%2000,Parroquia de San Miguel de Chamartín,4.0,"Avenida Burgos 2, 28036 Madrid España",40.8047023,-3.6254839
Iglesia de San Francisco de Borja,Iglesias y catedrales,tel:%2B34%20915%2076%2006%2007,Iglesia de San Francisco de Borja,4.0,"Calle Serrano 104, 28006 Madrid España",40.4526451,-3.6808674
Monumento a Simón Bolívar,Monumentos y estatuas,No disponible,Monumento a Simón Bolívar,3.0,"Paseo de Camoens, 28008 Madrid España",40.4296916,-3.7239642
Mercadillo de Santa Genoveva,Mercadillos,No disponible,Mercadillo de Santa Genoveva,3.0,"Calle Santa Genoveva, 28017 Madrid España",40.4234182,-3.6491608
Cementerio de Fuencarral,Cementerios,tel:%2B34%20915%2010%2084%2064,Cementerio de Fuencarral,4.0,"Avenida Montecarmelo 10, 28049 Madrid España",40.5112335,-3.6921266
Plaza del Marqués de Salamanca,Puntos emblemáticos y de interés,No disponible,Plaza del Marqués de Salamanca,3.0,"Plaza del Marqués de Salamanca, 28001 Madrid España",40.4298577,-3.6800373
Glorieta de San Antonio,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d4442939-Glorieta_de_San_Antonio-Madrid.html,Glorieta de San Antonio,4.0,"Glorieta de San Antonio, Madrid",40.4827676,-3.6261661
El Rapto de Europa,"['Puntos emblemáticos y de interés', 'Monumentos y estatuas']",https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,El Rapto de Europa,4.0,"El Rapto de Europa, Madrid",40.464108,-3.5708142
Instituto del Patrimonio Historico Espanol,Puntos emblemáticos y de interés,No disponible,Instituto del Patrimonio Historico Espanol,4.5,"Calle Greco 4, 28011 Madrid España",40.2114395,-3.5721224
Fundación Caja Madrid,Museos especializados,http://www.fundacioncajamadrid.es/,Fundación Caja Madrid,4.0,"Plaza de San Martin 1, 28013 Madrid España",40.4184278,-3.7069791
Museo de la Escultura Abstracta,Museos especializados,No disponible,Museo de la Escultura Abstracta,3.5,"Paseo Castellana 41, 28046 Madrid España",40.4619897,-3.6896673
Calle De José Ortega & Gasset,Puntos emblemáticos y de interés,tel:%2B34%20689%2092%2031%2032,Calle De José Ortega & Gasset,4.0,"Calle De José Ortega & Gasset, Madrid",40.4300171,-3.6807862
Edificio Los Cubos,Puntos emblemáticos y de interés,No disponible,Edificio Los Cubos,3.5,"Calle Albacete 5, 28027 Madrid España",40.4849407,-3.3433227
Iglesia De La Inmaculada y San Pedro Claver,Iglesias y catedrales,No disponible,Iglesia De La Inmaculada y San Pedro Claver,3.5,"Calle de Santa Cruz de Marcenado 23, 28015 Madrid España",40.4295426,-3.7126667
Centro Comercial Gran Vía de Hortaleza,Centros comerciales,http://www.granviadehortaleza.es/,Centro Comercial Gran Vía de Hortaleza,3.5,"Avenida de la Gran Vía de Hortaleza, s/n, 28043 Madrid España",40.468506,-3.6465546
Ministerio de Sanidad,Edificios gubernamentales,https://www.msssi.gob.es/,Ministerio de Sanidad,2.5,"Paseo del Prado 18-20, 28014 Madrid España",40.4145493,-3.6933438
El Mirador,Puntos emblemáticos y de interés,https://www.tripadvisor.es/RestaurantsNear-g187514-d6849451-El_Mirador-Madrid.html,El Mirador,3.0,"El Mirador, Madrid",40.0246881,-3.6005112
Centro Cultural Antonio Machado,Centros cívicos,http://www.madrid.es/portales/munimadrid/es/Inicio/Ayuntamiento/Hacienda/Centro-Cultural-Antonio-Machado-San-Blas-Canillejas-?vgnextfmt=default&vgnextoid=cce43d0b5e71c010VgnVCM1000000b205a0aRCRD&vgnextchannel=5b2a171c30036010VgnVCM100000dc0ca8c0RCRD,Centro Cultural Antonio Machado,3.5,"Calle de San Roman del Valle 8 Arcos, San Blas-Canillejas, 28037 Madrid España",40.421832,-3.6215865
Parroquia San Dámaso,Puntos emblemáticos y de interés,https://parroquiasandamaso.wordpress.com/,Parroquia San Dámaso,3.5,"Calle de Mauricio Legendre 10, 28046 Madrid España",40.4756421,-3.6844597
Monumento a Quevedo,Monumentos y estatuas,No disponible,Monumento a Quevedo,4.0,"Glorieta Quevedo 9, 28015 Madrid España",40.4333123,-3.703982
Teatro de Madrid,Teatros,http://www.teatromadrid.com/,Teatro de Madrid,4.0,"Calle Ilustracion s/n, 28008 Madrid España",40.3144311,-3.7303668
Monumento a Daoiz & Velarde,Monumentos y estatuas,https://www.tripadvisor.es/Restaurants-g187514-Madrid.html,Monumento a Daoiz & Velarde,4.5,"Monumento a Daoiz & Velarde, Madrid",40.417326149999994,-3.6830682588858172
Bingo Riojano,Casinos,tel:%2B34%20915%2032%2056%2061,Bingo Riojano,2.5,"Calle Carretas 14, 28012 Madrid España",40.815963499999995,-3.602886033354606
Parque Eugenia de Montijo,Puntos emblemáticos y de interés,http://www.madrid.es/portales/munimadrid/es/Inicio/Ayuntamiento/Direcciones-y-telefonos/Parque-Eugenia-de-Montijo?vgnextfmt=default&vgnextoid=4d86dd17d93be210VgnVCM1000000b205a0aRCRD&vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD,Parque Eugenia de Montijo,3.5,"Parque Eugenia de Montijo, Madrid",40.4276313,-3.5290216447455447
Fundacion Casa de Alba,Museos especializados,http://www.minetsoft.com/fundacioncasadealba/curriculum2.asp?P=0&IdMenu=0&ID=1&IDM=0,Fundacion Casa de Alba,3.5,"Calle Princesa 20, 28015 Madrid España",40.347249649999995,-3.8318182500000004
Segundo Monasterio de la Visitacion de Santa Maria,"['Lugares religiosos', 'Iglesias y catedrales']",http://visitacion.es/,Segundo Monasterio de la Visitacion de Santa Maria,4.5,"Calle de San Bernardo 72, 28015 Madrid España",40.42740705,-3.705705730786883
La Real Botica de la Reina Madre,Museos especializados,No disponible,La Real Botica de la Reina Madre,4.0,"Calle Mayor 59, 28005 Madrid España",40.4156105,-3.7098092
Estatua Ataulfo,Monumentos y estatuas,http://patrimonioypaisaje.madrid.es/portales/monumenta/es/Monumentos/Monumentos-urbanos/Ataulfo/,Estatua Ataulfo,4.0,"Calle Bailen 10 Centro, 28013 Madrid España",40.4202699,-3.7129451
Sala Berlanga,Teatros,http://www.salaberlanga.com/,Sala Berlanga,4.0,"Andrés Mellado 53, 28015 Madrid España",40.4358906,-3.7144082
Iglesia de San Pascual,Iglesias y catedrales,No disponible,Iglesia de San Pascual,4.0,"Paseo Recoletos 11, 28004 Madrid España",40.4211962,-3.6927971
Teatro Arenal,Teatros,No disponible,Teatro Arenal,4.0,"Calle Mayor 6, 28013 Madrid España",40.4165514,-3.7054496
Barcelo Park,Puntos emblemáticos y de interés,No disponible,Barcelo Park,4.0,"Calle Beneficencia 3, 28004 Madrid España",40.4256607,-3.7002501
Casa Museo Fuente Del Rey,Museos especializados,http://www.fundacionamyc.org/es/la-fundacio,Casa Museo Fuente Del Rey,5.0,"Calle de la Fuente del Rey, 28023 Madrid España",40.4568447,-3.7739513
Centro Cultural Nicolás Salmerón,Teatros,https://www.facebook.com/CC-NICOLAS-SALMERON-184932661649688/,Centro Cultural Nicolás Salmerón,5.0,"Calle Mantuano 51, 28002 Madrid España",40.4483386,-3.6762648
Casa del Lector,"['Interés arquitectonico', 'Bibliotecas', 'Sitios educativos']",http://casalector.fundaciongsr.com/,Casa del Lector,3.0,"Paseo Chopera 14, 28045 Madrid España",40.3914462,-3.6963221
Parroquia de Santa Teresa y Santa Isabel,"['Interés arquitectonico', 'Iglesias y catedrales']",http://guiadiocesana.archimadrid.org/,Parroquia de Santa Teresa y Santa Isabel,3.5,"Glorieta del Pintor Sorolla 2, 28010 Madrid España",40.435067399999994,-3.6995124738134013
Monument Vasquez De Mella,Monumentos y estatuas,No disponible,Monument Vasquez De Mella,4.0,"Plaza De Pedro Zerolo, 28004 Madrid España",40.4208194,-3.6998843
Immanuel Baptist Church,Iglesias y catedrales,http://www.ibcmadrid.com/,Immanuel Baptist Church,3.5,"Calle Hernandez de Tejada No 4, 28027 Madrid España",40.4468304,-3.6517388
Monumento a Goya,Monumentos y estatuas,No disponible,Monumento a Goya,3.5,"Calle de Goya, 91, 28001 Madrid España",40.4250014,-3.680116
El Huerto del Retiro,Edificios gubernamentales,http://www.actividadesambientalesretiro.com/,El Huerto del Retiro,3.0,"Paseo Fernan Nunez 2, 28009 Madrid España",40.4162585,-3.6800771
Centro Comercial Alcalá Norte,Centros comerciales,http://www.alcalanorte.com/,Centro Comercial Alcalá Norte,3.0,"Calle de Alcalá, 414, 28027 Madrid España",40.4368966,-3.6380768488566813
ContraClub,Teatros,http://contraclub.es/,ContraClub,5.0,"Calle Bailén, 16, 28005 Madrid España",40.412469,-3.7139531
Monumento a Jorge Juan y Santacilia,Monumentos y estatuas,No disponible,Monumento a Jorge Juan y Santacilia,3.5,"Calle de la Armada Española, 28001 Madrid España",40.4240137,-3.6882783
Parroquia del Santísimo Redentor Madrid,Puntos emblemáticos y de interés,No disponible,Parroquia del Santísimo Redentor Madrid,3.5,"Calle Felix Boix 13, 28036 Madrid España",40.46353445,-3.685510574584871
Monumento A Miguel Hidalgo,Monumentos y estatuas,https://www.tripadvisor.es/Attractions-g187514-Activities-c47-Madrid.html,Monumento A Miguel Hidalgo,3.5,"Monumento A Miguel Hidalgo, Madrid",19.3456205,-99.0564738
Monumento a Ramon de Mesonero Romanos,Monumentos y estatuas,No disponible,Monumento a Ramon de Mesonero Romanos,4.0,"Calle Barceló 2, 28004 Madrid España",40.4263943,-3.7003195
Puerta de Madrid,"['Puntos emblemáticos y de interés', 'Monumentos y estatuas']",No disponible,Puerta de Madrid,4.0,"Paseo Fernán Núñez, 28, 28009 Madrid España",40.4162585,-3.6800771
Parroquia de San Juan de Mirasierra,"['Lugares religiosos', 'Iglesias y catedrales']",tel:%2B34%20917%2035%2002%2085,Parroquia de San Juan de Mirasierra,3.5,"Calle Moralzarzal 75, 28034 Madrid España",40.4956881,-3.7157897444954138
Parroquia de María Auxiliadora,Puntos emblemáticos y de interés,tel:%2B34%20915%2006%2021%2007,Parroquia de María Auxiliadora,3.0,"Ronda Atocha 25, 28012 Madrid España",40.4071801,-3.6941708
Hermanas de la Compañía de la Cruz,Iglesias y catedrales,tel:%2B34%20915%2047%2064%2020,Hermanas de la Compañía de la Cruz,5.0,"Calle del Rey Francisco, 19, 28008 Madrid España",40.4267561,-3.7170092
Teatro Sanpol,Teatros,http://www.teatrosanpol.com/,Teatro Sanpol,3.5,"Plaza de San Pol de Mar 1, 28008 Madrid España",40.423949050000004,-3.7269810638801273
Gorongoro Parque de Ocio Infantil,Áreas de recreo al aire libre,tel:%2B34%20914%2031%2006%2045,Gorongoro Parque de Ocio Infantil,3.0,"Avenida de Felipe II 34, 28009 Madrid España",40.32321760000001,-3.8526903637002814
Estatua de Sor Juana Inés de la Cruz,Monumentos y estatuas,No disponible,Estatua de Sor Juana Inés de la Cruz,3.5,"Calle Ferraz 8, 28008 Madrid España",40.4238426,-3.7148858
Real Academia de Ingeniería,"['Puntos emblemáticos y de interés', 'Interés arquitectonico']",No disponible,Real Academia de Ingeniería,4.0,"Calle de Don Pedro 10, 28005 Madrid España",40.4116364,-3.7127526
