_id,categoria,link,nombre,puntuacion,ubicacion
Delic,Bares y discotecas,http://www.delic.es/,Delic,4.0,"Costanilla de San Andrés,14, 28005 Madrid España"
Las Cuevas de Sandó,Bares y discotecas,http://cuevasdesando.com/es,Las Cuevas de Sandó,4.5,"Plaza Santo Domingo 13, 28013 Madrid España"
Castellana 113 Lounge&Bar,Bares y discotecas,http://www.castellana113bar.com/,Castellana 113 Lounge&Bar,5.0,"Paseo de la Castellana,113 Zona Cuzco, 28046 Madrid España"
Cervecería Erte,Bares y discotecas,tel:%2B34%20911%2073%2000%2007,Cervecería Erte,4.5,"C/ Veneras, 1, 28013 Madrid España"
iberotransfers madrid,Taxis y lanzaderas,http://www.iberotransfers.com/madrid/,iberotransfers madrid,5.0,no disponible
El Junco Live Music,Bares y discotecas • Bares de jazz,http://www.eljunco.com/,El Junco Live Music,4.5,"Plaza Santa Bárbara 10, 28004 Madrid España"
coWmadrycie - Przewodnik po Madrycie i okolicach,Visitas turísticas guiadas,tel:%2B34%20605%2035%2059%2058,coWmadrycie - Przewodnik po Madrycie i okolicach,5.0,no disponible
Antigua Casa Crespo,Tiendas de regalos y especializadas,http://www.alpargateriacrespo.com/,Antigua Casa Crespo,4.5,"Calle Divino Pastor 29, 28004 Madrid España"
La Paca Café Bar,Bares y discotecas,https://www.facebook.com/LaPacaCafeBar,La Paca Café Bar,4.5,"Calle Valverde No 36, 28004 Madrid España"
Las Puertas Del Tiempo,Juegos de escape,https://www.facebook.com/pages/category/Escape-Game-Room/Las-puertas-del-tiempo-1931548780473921/,Las Puertas Del Tiempo,4.5,"Calle de las Torres Miranda 19, 28045 Madrid España"
Polineko,Centros de juego y entretenimiento,http://polineko.com/,Polineko,5.0,"Camino de la Esgaravita 34, 28805 Madrid España"
The Making of Madrid,Recorridos a pie,https://www.themakingofmadrid.com/,The Making of Madrid,5.0,no disponible
Madrid Running Tours,Carreras guiadas,tel:%2B34%20609%2012%2095%2078,Madrid Running Tours,5.0,no disponible
Vinoteca El Sumiller,Tiendas de regalos y especializadas,http://www.vinotecaelsumiller.es/,Vinoteca El Sumiller,5.0,"Calle Illescas 69, 28024 Madrid España"
The Keyword,Juegos de escape,http://www.thekeyword.es/,The Keyword,4.5,"Calle Jaenar, 37, 28043 Madrid España"
La Osita,Bares y discotecas,http://www.osobrewco.com/,La Osita,4.5,"Calle Cava Baja 10, 28005 Madrid España"
Fly Art,Adrenalina y Experiencias extremas,tel:%2B34%20664%2015%2088%2040,Fly Art,5.0,no disponible
La Buena Ventura,Bares y discotecas • Teatros,http://www.labuenaventura.es/,La Buena Ventura,4.5,"Calle Escalona 69 Posterior Posterior, 28024 Madrid España"
The Irish Rover,Bares y discotecas,http://www.theirishrover.com/,The Irish Rover,4.0,"Avenida de Brasil, 7, 28020 Madrid España"
Private Madrid Guided Tours S L,Tours privados,tel:%2B34%20607%2071%2071%2044,Private Madrid Guided Tours S L,4.5,no disponible
Bowling Chamartín,Boleras,http://www.bowlingchamartin.com/bolera/,Bowling Chamartín,4.0,"Estacion de Chamartín, S/N Zona Ático - 1ª Planta, 28036 Madrid España"
Havana Blues,Bares y discotecas • Bares de blues,https://www.facebook.com/Havana-Blues-138385622966742/,Havana Blues,4.5,"Paseo de Santa María de la Cabeza 56, 28045 Madrid España"
MasvitalZenter,Spas,http://www.masvital.org/,MasvitalZenter,4.0,"Calle Cruz 28, 28012 Madrid España"
Spainwebtour Madrid,Taxis y lanzaderas,http://www.spainwebtour.com/,Spainwebtour Madrid,4.0,no disponible
Take Walks,Visitas urbanas guiadas • Tours culturales • Recorridos a pie • Tours gastronómicos • Excursiones de un día,tel:%2B34%20911%2023%2097%2080,Take Walks,5.0,no disponible
Centro de Estetica Marta Aguayo,Spas,http://www.esteticamartaaguayo.com/,Centro de Estetica Marta Aguayo,5.0,"Calle Garcia Luna 2 Esquina con calle Suero de Quinones 22, 28002 Madrid España"
Free Tour Spain,Recorridos a pie • Visitas turísticas guiadas,tel:%2B34%20655%2091%2085%2007,Free Tour Spain,4.5,no disponible
Limusinas Premium Madrid,Taxis y lanzaderas,http://www.limusinaspremiumadrid.com/,Limusinas Premium Madrid,5.0,no disponible
Ocean Rock Bar,Bares y discotecas,http://www.facebook.com/OceanRockBar,Ocean Rock Bar,5.0,"C/ San Vicente Ferrer 27, 28004 Madrid España"
Queseria Cultivo,Tiendas de regalos y especializadas,http://www.queseriacultivo.com/,Queseria Cultivo,4.5,"Calle Conde Duque 15, 28015 Madrid España"
Juglar x Flamenco,Teatros y actuaciones,http://www.flamencoenmadrid.es/,Juglar x Flamenco,5.0,"Calle de Lavapiés, 37, 28012 Madrid España"
Wild Walkers,"Tours por bares, discotecas y pubs • Tours culturales • Recorridos a pie • Tours nocturnos • Tours gastronómicos",tel:%2B34%20682%2055%2023%2025,Wild Walkers,5.0,no disponible
A Taste of Spain,Tours gastronómicos,tel:%2B34%20856%2007%2096%2026,A Taste of Spain,5.0,no disponible
Spaneasy,Visitas urbanas guiadas • Tours culturales • Clases y talleres,tel:%2B34%20691%2051%2033%2080,Spaneasy,4.5,no disponible
BarCo,Conciertos • Bares de blues • Bares de jazz,http://www.barcobar.com/flamenco,BarCo,5.0,"Calle Barco, 34 La Cueva está dentro de la Sala Barco, 28004 Madrid España"
Tablao Flamenco Arco de Cuchilleros,Teatros y actuaciones,https://www.tripadvisor.es/RestaurantsNear-g187514-d2044789-Tablao_Flamenco_Arco_de_Cuchilleros-Madrid.html,Tablao Flamenco Arco de Cuchilleros,4.0,no disponible
Restaurante Mayser,Bares y discotecas,http://www.restaurantemayser.com/,Restaurante Mayser,4.5,"Calle Sambara 95, 28027 Madrid España"
Servicon,Taxis y lanzaderas,http://servicon.es/,Servicon,5.0,no disponible
Rincón de La Habana,Bares y discotecas,http://www.facebook.com/pages/category/Bar/Rinc%C3%B3n-de-La-Habana-445248112183005/,Rincón de La Habana,4.5,"calle de los Reyes 6, 28015 Madrid España"
La Caña de Gonzalo,Bares y discotecas,http://www.facebook.com/LaCanadeGonzalo,La Caña de Gonzalo,4.0,"Av de Logroño 205, 28042 Madrid España"
Bingo Las Vegas,Centros de juego y entretenimiento,http://www.bingolasvegas.es/,Bingo Las Vegas,4.0,"Calle Hermanos Garcia Noblejas, nº 17, 28037 Madrid España"
Bar Quevedo,Bares y discotecas,tel:%2B34%20914%2029%2040%2058,Bar Quevedo,4.0,no disponible
Carlos Sainz Karting,Centros de juego y entretenimiento,http://www.kartcsainz.com/,Carlos Sainz Karting,4.0,"Calle Sepúlveda 3 C.C. La Ermita, 28011 Madrid España"
Little Rose,Bares y discotecas • Bares de blues,http://www.facebook.com/Little-ROSE-189951821190526/timeline,Little Rose,5.0,"Calle Moratin 16, 28014 Madrid España"
mehdi souifi,Tours privados • Rutas fotográficas • Excursiones de un día,http://www.mehdisouifi.com/,mehdi souifi,5.0,no disponible
Limusinas Big,Taxis y lanzaderas,http://limusinas.bigeventos.es/,Limusinas Big,5.0,"Paseo de Santa Maria de la Cabeza 28 1º Izda, 28045 Madrid España"
Rutas Pangea,Alquiler de equipamiento,http://www.rutaspangea.com/en/,Rutas Pangea,4.5,"Paseo Yeserias 15 esq. calle Arganda local 11, 28005 Madrid España"
Street Art Madrid,Visitas turísticas guiadas,tel:%2B34%20654%2006%2026%2065,Street Art Madrid,5.0,no disponible
CiVR,Centros de juego y entretenimiento,http://www.civr.eu/,CiVR,5.0,"Calle de Marcelino Alvarez 33, 28017 Madrid España"
Serrano,Tiendas de regalos y especializadas,https://www.tripadvisor.es/RestaurantsNear-g187514-d4884357-Serrano-Madrid.html,Serrano,4.5,no disponible
A Maze In House,Juegos de escape,http://www.amazeinhouse.es/,A Maze In House,5.0,"Calle Galileo 26, 28015 Madrid España"
The Lanna Massage,Spas,http://www.thelannamassage.com/,The Lanna Massage,5.0,"Calle Fuencarral, 4. 1C, 28004 Madrid España"
Plot Point,Teatros • Clubs de comedia • Teatros y actuaciones,http://www.plotpoint.es/,Plot Point,4.5,"C/Ercilla 29, 28005 Madrid España"
Teatros del Canal,Teatros y actuaciones,http://www.teatroscanal.com/,Teatros del Canal,4.0,"Calle Cea Bermudez 1, 28003 Madrid España"
SoHo Art Madrid,Estudios de pintura y cerámica • Clases y talleres,http://sohoartmadrid.com/,SoHo Art Madrid,5.0,"Calle de Don Pedro 20 Local D, 28005 Madrid España"
Madrid Me Mata,Bares y discotecas,https://www.facebook.com/Madridmematabar,Madrid Me Mata,4.0,"Corredera Alta de San Pablo 31, 28004 Madrid España"
La Rebonita,Bares y discotecas,https://www.facebook.com/Maria-Bonita-Lavapies-447297745363191/,La Rebonita,4.5,"Calle del Olmo 23, 28012 Madrid España"
TU TUK TUK Madrid,Tours privados • Excursiones de un día,http://www.tutuktuk.com/,TU TUK TUK Madrid,5.0,no disponible
Ojala,Tiendas de regalos y especializadas,tel:%2B34%20914%2029%2065%2095,Ojala,4.0,"Calle San Andres 1, 28004 Madrid España"
Citylife Madrid,Visitas turísticas guiadas,tel:%2B34%20656%2019%2007%2045,Citylife Madrid,5.0,no disponible
Teatro Karpas,Teatros y actuaciones,http://www.karpasteatro.com/,Teatro Karpas,4.5,"Calle de Santa Isabel 19, 28012 Madrid España"
Memories of Madrid Tortilla Española,Tiendas de regalos y especializadas,http://www.memoriesofmadrid.es/,Memories of Madrid Tortilla Española,4.5,"Plaza Mayor 24 Intersección con calle Siete de Julio, 28012 Madrid España"
Cuenca Nature & City Tours,Visitas urbanas guiadas • Visitas turísticas guiadas • Recorridos por parajes naturales • Tours en autobús • Excursiones de un día,tel:%2B34%20651%2091%2098%2052,Cuenca Nature & City Tours,4.0,no disponible
Taberna El Burladero,Discotecas y salas de baile,https://www.facebook.com/Taberna-El-Burladero-428279577379285/,Taberna El Burladero,4.0,"Calle del Cardenal Belluga 13, 28028 Madrid España"
Madrid Gay Experiences,Tours culturales • Tours privados,tel:%2B34%20910%2040%2018%2002,Madrid Gay Experiences,5.0,no disponible
Martin Plass Terapias Físicas,Spas,http://www.martinplass.com/,Martin Plass Terapias Físicas,5.0,"Plaza del Campillo del Mundo Nuevo 9, 28005 Madrid España"
Enrique Menasalvas Belmonte,Taxis y lanzaderas • Tours privados • Catas y visitas vinícolas guiadas,https://www.instagram.com/accounts/edit/?hl=es,Enrique Menasalvas Belmonte,5.0,no disponible
LOONA Fitness Experience,Gimnasios,http://www.loona.es/,LOONA Fitness Experience,5.0,"Calle de Rodriguez San Pedro 5, 28015 Madrid España"
Bar La Alternativa,Bares y discotecas,http://www.barlaalternativa.com/,Bar La Alternativa,4.0,"C/ Cerro Minguete, 7, 28035 Madrid España"
Toni 2 Piano Bar,Bares y discotecas • Piano-bares,http://toni2.es/,Toni 2 Piano Bar,4.0,"Calle Almirante 9, 28004 Madrid España"
Wassana Thai Spa,Spas,https://wassanathaispa.es/,Wassana Thai Spa,5.0,"Calle Fernán González 15, 28009 Madrid España"
Turkana Bar,Bares y discotecas,http://www.turkanabar.com/,Turkana Bar,4.5,"Calle Segovia 16, 28005 Madrid España"
Caramelos Paco,Tiendas de regalos y especializadas,http://www.caramelospaco.com/,Caramelos Paco,5.0,"Calle Toledo 53-55, 28005 Madrid España"
Salón de manicura Nenha,Spas,http://www.nenha.com/,Salón de manicura Nenha,4.5,"Calle Jorge Juan 64, 28009 Madrid España"
La Zurbanita,Cafeterías,http://www.facebook.com/lazurbanita,La Zurbanita,5.0,"Calle Isabel la Católica 13, 28003 Madrid España"
City Unscripted Madrid,Recorridos a pie,tel:%2B44%207518%20525212,City Unscripted Madrid,5.0,no disponible
Esenzias,Spas,http://esenzias.es/,Esenzias,4.0,"Calle de La Cruz 28, 28012 Madrid España"
Tablao Flamenco La Carmela,Teatros y actuaciones,http://www.tablaolacarmela.com/,Tablao Flamenco La Carmela,5.0,"Calle De La Victoria, 4 Restaurante La Carmela, Puerta Del Sol, 28012 Madrid España"
Revoltosa,Bares y discotecas,http://www.revoltosamadrid.com/,Revoltosa,4.5,"Plaza del Rey 4, 28004 Madrid España"
COCO BAR,Bares y discotecas • Cafeterías,http://www.facebook.com/cocobarmad,COCO BAR,4.0,"C/ Espíritu Santo 38 Esquina con c/ Santa Lucía 8, 28004 Madrid España"
Wine Tour Madrid,Tours privados • Excursiones de un día,mailto:info@winetourmadrid.com,Wine Tour Madrid,5.0,no disponible
Safar Salama Tours,Visitas urbanas guiadas • Tours de varios días • Tours de patrimonio histórico • Visitas turísticas guiadas • Tours privados,tel:%2B34%20641%2028%2068%2026,Safar Salama Tours,5.0,no disponible
TrackMTB,Tours de varios días • Tours en bicicleta • Excursiones de un día,tel:%2B34%20678%2000%2039%2053,TrackMTB,5.0,no disponible
CAZORLA,Bares y discotecas,http://www.cazorlarestaurantes.es/,CAZORLA,5.0,"General Pardiñas 80, 28006 Madrid España"
The Spa at the Madrid Edition,Spas,https://www.editionhotels.com/madrid/spa-and-fitness/spa/,The Spa at the Madrid Edition,5.0,"Plaza Celenque 2, 28013 Madrid España"
El Intruso,Bares y discotecas,http://www.facebook.com/intrusobar,El Intruso,4.0,"Calle Augusto Figueroa 3, 28004 Madrid España"
Sakura Bienestar & Essence,Spas,http://bienestarsakura.es/,Sakura Bienestar & Essence,5.0,"Calle de Hermosilla, 90, 28006 Madrid España"
Espuma de Cerveza,Tiendas de regalos y especializadas,https://www.facebook.com/espumadecerveza,Espuma de Cerveza,4.5,"Juan de Urbieta 13 Local 16, 28007 Madrid España"
Guide Madrid,Visitas urbanas guiadas • Tours de patrimonio histórico • Recorridos a pie • Visitas turísticas guiadas,tel:%2B34%20722%2074%2095%2041,Guide Madrid,5.0,no disponible
La Galerna,Bares y discotecas,https://www.facebook.com/lagalernabar/,La Galerna,5.0,"Calle Blasco de Garay 59, 28015 Madrid España"
MADRID TRAVEL PRIVATE TOURS,Tours de varios días • Tours culturales • Tours de patrimonio histórico • Tours privados • Excursiones de un día,tel:%2B34609140545,MADRID TRAVEL PRIVATE TOURS,5.0,no disponible
Limousine Transfer 247,Taxis y lanzaderas,http://www.limousinetransfer247.com/location/spain/madrid/,Limousine Transfer 247,5.0,no disponible
Honky Tonk,Conciertos • Bares y discotecas • Teatros y actuaciones,http://www.clubhonky.com/,Honky Tonk,4.0,"Calle Covarrubias 24, 28010 Madrid España"
Sala Clamores Jazz & Soul,Bares de jazz,http://www.salaclamores.es/,Sala Clamores Jazz & Soul,4.0,"Calle Alburquerque 14, 28010 Madrid España"
Alma de Julian Becerro,Tiendas de regalos y especializadas,http://julianbecerro.com/,Alma de Julian Becerro,5.0,"C/ Cava Baja, 41, 28005 Madrid España"
Sailwiz,Buceo y esnórquel • Recorridos en barco • Tours y chárteres de pesca • Alquiler de barcos • Excursiones de un día,tel:%2B34%20648%2042%2051%2073,Sailwiz,4.0,no disponible
Los Nogales Spa & Wellness,Spas,http://spalosnogales.es/,Los Nogales Spa & Wellness,3.5,"C/ Santa Maria La Real de Nieva Paseo Imperial 26, 28005 Madrid España"
Mercado del Juguete de Madrid,Tiendas de regalos y especializadas,http://www.juguetedemadrid.es/,Mercado del Juguete de Madrid,5.0,"Paseo de la Ermita del Santo 48, 28011 Madrid España"
Virtual Zone Madrid,Juegos de escape,https://www.virtualzone.es/,Virtual Zone Madrid,5.0,no disponible
School of Wonder Madrid,Búsquedas del tesoro,http://www.schoolofwonder.nyc/,School of Wonder Madrid,5.0,"124 Fort Greene Place #3, 11217 Madrid España"
Unitrips,Tours culturales • Visitas turísticas guiadas • Tours en autobús,tel:%2B34%20717%2071%2033%2045,Unitrips,4.5,no disponible
"Cerveceria A'Conchiña",Bares y discotecas,tel:%2B34%20913%2026%2026%2019,"Cerveceria A'Conchiña",4.5,"C/Benidorm 32, 28017 Madrid España"
Cheers Karaoke,Bares y discotecas • Bares de karaoke,http://www.cherskaraoke.com/,Cheers Karaoke,4.0,"Calle de las Huertas 50 Precioso Karaoke situado en la emblemática calle Huertas, 28014 Madrid España"
Moby Dick,Bares y discotecas,http://www.mobydickclub.com/,Moby Dick,4.0,"Avenida Brasil 5, 28020 Madrid España"
Bronze & Mora,Tiendas de regalos y especializadas,http://www.bronzeymora.com/,Bronze & Mora,5.0,"Calle Libreros 5 Oficina, 28004 Madrid España"
Tapas Tour,Visitas turísticas guiadas,tel:%2B34%20686%2095%2093%2058,Tapas Tour,5.0,no disponible
Micuari Arte & Diseño Mexicano,Tiendas de regalos y especializadas,http://www.micuari.es/,Micuari Arte & Diseño Mexicano,5.0,"Calle Hernán Cortés 5, 28004 Madrid España"
Centro de Masaje Tailandés y Spa - Kwantida Thai Massage & Spa,Spas,http://www.kwantidathaimassagespa.com/,Centro de Masaje Tailandés y Spa - Kwantida Thai Massage & Spa,4.5,"Calle Velazquez 136 Local Comercial, 28006 Madrid España"
Restaurante La Mantequeria V45,Tiendas de regalos y especializadas • Vinotecas,http://www.lamantequeria.com/,Restaurante La Mantequeria V45,5.0,"Calle de Velázquez, 45, 28001 Madrid España"
Café Libertad 8,Bares y discotecas,http://libertad8cafe.es/,Café Libertad 8,4.5,"Calle de La Libertad 8, 28004 Madrid España"
Sai Tei,Spas,http://www.saiteimadrid.com/tratamientos/masajes.php,Sai Tei,4.5,"Calle General Oraá, 19, 28006 Madrid España"
El Arco Artesanía,Tiendas de regalos y especializadas,http://www.artesaniaelarco.com/,El Arco Artesanía,4.5,"Plaza Mayor 9 Arco de Cuchilleros, 28005 Madrid España"
Mi Bike Rio,Alquiler de equipamiento,http://www.mibikerio.com/,Mi Bike Rio,4.5,"Calle Aniceto Marinas 26, 28008 Madrid España"
En-Tono Karaoke,Bares y discotecas • Bares de karaoke • Discotecas y salas de baile,http://en-tono.es/,En-Tono Karaoke,5.0,"Calle del Pintor Juan Gris 4 Esquina Castellana 127, 28020 Madrid España"
Escuela De Cata Guía Peñín,Clases y talleres • Catas y visitas vinícolas guiadas,tel:%2B34%20914%2011%2094%2064,Escuela De Cata Guía Peñín,4.5,no disponible
Sky Bar & Terraza 360º,Bares y discotecas,http://www.riu360rooftopbar.com/,Sky Bar & Terraza 360º,3.5,"Calle Gran Vía 84 Dentro del Hotel Riu, 28013 Madrid España"
Teatro del Barrio,Teatros y actuaciones,http://teatrodelbarrio.com/,Teatro del Barrio,4.5,"Calle Zurita 20 Barrio de Lavapies, 28012 Madrid España"
The Nook,Spas,http://www.thenookmadrid.com/,The Nook,4.5,"Calle Zurbarán 10 Bajo dcha, 28010 Madrid España"
Baco y Beto,Bares y discotecas,http://www.baco-beto.com/,Baco y Beto,4.5,"Calle Pelayo 24, 28004 Madrid España"
Lamiak,Bares y discotecas,http://www.lamiak.net/,Lamiak,4.0,"Cava Baja, 42, 28005 Madrid España"
El Callejón Secreto,Juegos de escape,http://www.elcallejonsecreto.com/,El Callejón Secreto,5.0,"Calle de Ponferrada 49, 28029 Madrid España"
EatWith,Clases de cocina • Tours gastronómicos,tel:%2B18448805316,EatWith,5.0,no disponible
Omega Center,Tiendas de regalos y especializadas,http://www.omegacenter.es/,Omega Center,4.5,"Estrella, 20, 28004 Madrid España"
Oleoteca Gourmet La Chinata,Tiendas de regalos y especializadas,http://www.lachinatadechueca.com/,Oleoteca Gourmet La Chinata,4.5,"calle gravina 10 ., 28013 Madrid España"
Moongirl Photography,Visitas urbanas guiadas • Tours culturales • Tours privados • Rutas fotográficas,mailto:moongirl.ph@gmail.com,Moongirl Photography,5.0,no disponible
Nomad Club,Bares y discotecas,tel:%2B34%20633%2004%2051%2000,Nomad Club,4.0,"Calle de Manuel Fernandez y Gonzalez 6, 28014 Madrid España"
Tren de la Fresa,Recorridos ferroviarios,tel:%2B34%20661%2030%2027%2099,Tren de la Fresa,3.5,no disponible
Emotion! Escape Para Niños Madrid,Juegos de escape,http://www.emotionescape.com/,Emotion! Escape Para Niños Madrid,5.0,"Calle Naciones, 8, 28006 Madrid España"
Privet Madrid,Visitas turísticas guiadas,tel:%2B34%20687%2053%2036%2087,Privet Madrid,5.0,no disponible
Tilde Madrid- Spanish for Adults,Clases y talleres,http://www.tildemadrid.com/,Tilde Madrid- Spanish for Adults,5.0,"Plaza de la Encarnación, 3 2ª Planta derecha, 28013 Madrid España"
Masqueagua,Spas • Centro de aguas termales,http://www.masqueagua.es/,Masqueagua,4.0,"Calle Manuel Cortina, 5, 28010 Madrid España"
La Fiambrera Art Gallery,Tiendas de regalos y especializadas • Galerías de arte • Museos de arte,http://www.lafiambrera.net/en/,La Fiambrera Art Gallery,4.0,"Calle del Pez # 7, 28004 Madrid España"
Espit Chupitos Madrid - Sol,Bares y discotecas • Discotecas y salas de baile,tel:%2B34%20633%2004%2051%2000,Espit Chupitos Madrid - Sol,4.5,"Calle Espoz y Mina 22 Planta Baja Discoteca Commo, 28012 Madrid España"
Cervecería La Segunda Base,Bares y discotecas,http://www.facebook.com/pages/Cervecer%C3%ADa-La-Segunda-Base/246426582099121,Cervecería La Segunda Base,4.5,"C/ Mauricio Legendre, 28046 Madrid España"
Alzentro - El Gran Centro del Bienestar,Yoga y pilates • Spas,http://www.alzentro.com/,Alzentro - El Gran Centro del Bienestar,4.5,"Calle de Alonso de Heredia 5, 28028 Madrid España"
Bar Los Chuchis,Bares y discotecas,http://pt-pt.facebook.com/LosChuchisBar,Bar Los Chuchis,4.5,"CALLE AMPARO 82, 28012 Madrid España"
La Fídula,Conciertos • Bares y discotecas • Teatros y actuaciones,http://www.lafidula.es/,La Fídula,4.5,"Calle Huertas 57, 28014 Madrid España"
Geppetto Italia,Tiendas de regalos y especializadas,http://www.geppettoitalia.com/,Geppetto Italia,5.0,"Calle Mayor 78, 28013 Madrid España"
La Casa de la Brujita,Teatros y actuaciones,http://lacasadelabrujita.com/,La Casa de la Brujita,4.5,no disponible
Traveling Spoon,Clases de cocina • Tours gastronómicos,mailto:reservations@travelingspoon.com,Traveling Spoon,5.0,no disponible
Librería Desnivel,Tiendas de regalos y especializadas,http://www.libreriadesnivel.com/,Librería Desnivel,5.0,"Plaza Matute 6, 28012 Madrid España"
La Noche Boca Arriba,Bares y discotecas,https://www.facebook.com/lanochebocarriba,La Noche Boca Arriba,4.5,"Calle Salitre 30, 28012 Madrid España"
Cocol,Tiendas de regalos y especializadas,http://www.cocolmadrid.es/,Cocol,5.0,"Costanilla de San Andrés 18, 28005 Madrid España"
TYF Comedy,Clubs de comedia • Teatros y actuaciones,http://tyfcomedy.com/,TYF Comedy,5.0,"Calle Gran Via 70 La Chocita del Loro Senator, 28013 Madrid España"
Blackbird Rock Bar,Bares y discotecas,http://blackbirdrockbar.wixsite.com/home,Blackbird Rock Bar,4.0,"Calle de las Huertas, 22, 28014 Madrid España"
El As de los Torreznos,Bares y discotecas,tel:%2B34%20915%2018%2047%2059,El As de los Torreznos,4.5,"C/ Sedano, 14, 28024 Madrid España"
El Gordo y El Flaco,Bares y discotecas,https://www.facebook.com/El-Gordo-y-El-Flaco-Madrid-2114914468728268/,El Gordo y El Flaco,5.0,"Calle Meléndez Valdés 25, 28015 Madrid España"
Templo del Masaje Arturo Soria,Spas,http://www.templodelmasaje.com/,Templo del Masaje Arturo Soria,5.0,"Calle Bausa 27 Dentro del Hotel Nuevo Madrid, Planta -1, 28033 Madrid España"
Tour Me Out Madrid,Recorridos a pie,tel:%2B34%20657%2051%2068%2044,Tour Me Out Madrid,4.5,no disponible
Casa de Diego,Tiendas de regalos y especializadas,http://casadediego.info/en/,Casa de Diego,4.0,"Plaza de La Puerta del Sol 12, 28013 Madrid España"
Kanami Travel,Tours de varios días • Excursiones de un día,tel:%2B34687042885,Kanami Travel,5.0,no disponible
El Penta,Bares y discotecas,http://www.elpenta.com/,El Penta,4.0,"Calle de La Palma, 4, 28042 Madrid España"
Clio Muse tours,Visitas urbanas guiadas • Tours culturales • Tours de patrimonio histórico • Visitas turísticas guiadas • Visitas arqueológicas guiadas,tel:%2B302103006246,Clio Muse tours,5.0,no disponible
The Chi Spa,Spas,http://www.thechispa.com/,The Chi Spa,4.5,"Calle Conde de Aranda 14, 28001 Madrid España"
La Panartería,Tiendas de regalos y especializadas,tel:%2B34%20624%2060%2032%2056,La Panartería,5.0,"Calle del Mesón de Paredes, 72, 28012 Madrid España"
NEXT LEVEL Arcade BAR,Bares y discotecas • Centros de juego y entretenimiento,http://www.facebook.com/NextLevelArcadeBar/,NEXT LEVEL Arcade BAR,4.0,"Calle Tudescos 4 Esquina Plaza de la Luna, 28004 Madrid España"
Tecetera The Delicious Shop,Tiendas de regalos y especializadas,http://www.tecetera.es/,Tecetera The Delicious Shop,5.0,"Calle Motilla del Palancar 3, 28043 Madrid España"
Chang Thai Massage,Spas,http://www.changthaimassage.es/,Chang Thai Massage,5.0,"Calle Orellana, 9. 1B, 28004 Madrid España"
Bátelo Cocktail Bar and Karaoke,Bares y discotecas,http://www.batelococktailbarandkaraoke.online/,Bátelo Cocktail Bar and Karaoke,4.5,"Calle Infante 8 Metro Antón Martín, 28014 Madrid España"
Teatro Encantado,Teatros y actuaciones,http://www.teatroencantado.com/,Teatro Encantado,5.0,"Calle Pozuelo de Zarzon 3, 28005 Madrid España"
Partybus,Bares y discotecas,http://www.partybus.es/,Partybus,4.5,"Calle Maria de Guzman 8, 28003 Madrid España"
Cibeles Euro Tours,Visitas urbanas guiadas • Visitas turísticas guiadas • Tours gastronómicos,tel:%2B34%20644%2072%2008%2072,Cibeles Euro Tours,4.0,no disponible
Monnalisa,Bares y discotecas,http://www.facebook.com/monnalisabardecopas/,Monnalisa,4.0,"Calle Nunez de Arce 8, 28012 Madrid España"
Incontrol Tour,"Visitas urbanas guiadas • Tours por bares, discotecas y pubs • Tours de patrimonio histórico • Tours gastronómicos",tel:%2B34%20627%2013%2041%2092,Incontrol Tour,4.5,no disponible
Nenha,Spas,http://nenha.com/portfolios/tratamientos-de-estetica/,Nenha,5.0,"C/ Hernani, 49, 28020 Madrid España"
CaptureMadrid,Recorridos a pie,mailto:info@capturemadrid.com,CaptureMadrid,5.0,no disponible
Caminando por Madrid,Visitas urbanas guiadas • Tours culturales • Recorridos a pie • Tours privados,tel:%2B34%20697%2041%2096%2073,Caminando por Madrid,5.0,no disponible
Cántaro,Tiendas de regalos y especializadas,http://www.ceramicacantaro.com/,Cántaro,5.0,"C/ Flor Baja 8, 28013 Madrid España"
Walking with Us,Recorridos a pie,tel:%2B34634796421,Walking with Us,5.0,no disponible
El Íbice,Recorridos a pie • Acampadas y senderismo guiado • Recorridos por parajes naturales • Excursiones de un día,tel:%2B34666768575,El Íbice,5.0,no disponible
Bar Martin,Bares y discotecas,tel:%2B34%20915%2073%2011%2067,Bar Martin,4.0,"Av de Menendez Pelayo 17, 28009 Madrid España"
Madrid Urban Vibes Experiences,"Visitas urbanas guiadas • Tours por bares, discotecas y pubs • Tours culturales • Catas de cerveza y visitas guiadas • Tours privados",tel:%2B34653921963,Madrid Urban Vibes Experiences,4.5,no disponible
TBC Tu Bar de Copas,Bares y discotecas,https://www.facebook.com/tubardecopas/,TBC Tu Bar de Copas,4.5,"Calle de las Huertas 41 Metro Antón Martín, 28014 Madrid España"
Los Madriles. Por los laberintos de Madrid,"Visitas urbanas guiadas • Tours de patrimonio histórico • Visitas guiadas sobre literatura, arte y música",tel:%2B34%20626%2040%2053%2070,Los Madriles. Por los laberintos de Madrid,5.0,no disponible
Confitería Marqués Madrid,Tiendas de regalos y especializadas,http://www.confiteriamarques.com/,Confitería Marqués Madrid,5.0,"C/Fernando El Catolico 76, 28015 Madrid España"
City Wonders,Visitas urbanas guiadas,tel:%2B34%20900%20838%20432,City Wonders,5.0,no disponible
Alambique,Tiendas de regalos y especializadas,http://www.alambique.com/,Alambique,4.5,"Plaza Encarnacion 2, 28013 Madrid España"
