_id,descripcion,link,nombre,precio,puntuacion,serv_hab,tipo_hab,ubicacion
Relais & Chateaux Heritage Madrid Hotel,"El Heritage Madrid Hotel cuenta con 46 habitaciones, 7 de ellas suites, donde nuestro principal objetivo es hacerle sentir una experiencia única en uno de los mejores hoteles de Madrid. Todas las habitaciones disponen de conexión wifi de alta velocidad, televisión de pantalla plana y Ihome destinados a hacer su estancia más cómoda y agradable. Los muebles del siglo XIX restaurados con cariño que componen cada habitación han sido traídos de distintos países de Europa propiciando un ambiente acogedor y tranquilo. En Heritage Madrid Hotel todos los detalles están cuidados al máximo detalle con lujo, refinamiento y comodidad haciéndole sentir como en casa.",null,Relais & Chateaux Heritage Madrid Hotel,354 €,"5,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Jacuzzi"",""Bar/salón"",""Actividades para niños (acondicionado para familias / niños)"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Salas de reuniones"",""Albornoces"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Cafetera/tetera"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones de no fumadores"",""Suites""]","Calle de Diego de Leon 43, 28006 Madrid España"
"SLEEP'N Atocha","Somos un equipo humano y comprometido que trabaja para impulsar un nuevo turismo, más sostenible y más consciente. Decimos con orgullo que somos el primer alojamiento B Corp en España y el segundo en Europa, un sello que certifica nuestro cumplimiento con los más altos estándares en términos de desempeño social y ambiental, transparencia y responsabilidad empresarial.",null,"SLEEP'N Atocha",99 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Cafetería"",""Juegos de mesa/puzles"",""Estancia gratuita para niños"",""Canales de televisión infantiles"",""Servicio de taxi"",""Vigilancia 24 horas"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Caja fuerte"",""TV por cable o satélite"",""Ducha a ras de suelo""]","[""Habitaciones insonorizadas"",""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Only YOU Boutique Hotel Madrid,"Only YOU Boutique Hotel Madrid te ofrece la oportunidad de vivir una experiencia única y exclusiva. Encontrarás un lugar excepcional, un lugar donde suceden cosas que querrás compartir y de las que tú eres el protagonista. En el corazón de la capital, en un palacete del siglo XIX completamente reformado, se encuentra nuestro hotel diseñado para ti.",null,Only YOU Boutique Hotel Madrid,237 €,"5,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Salas de reuniones"",""Envoltura corporal"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Minibar"",""TV por cable o satélite"",""Camas extragrandes"",""Ducha a ras de suelo""]","[""Habitaciones insonorizadas"",""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Barquillo, 21, 28004 Madrid España"
Dear Hotel Madrid,"Bienvenido a Dear Hotel,el nuevo hotel boutique de diseño en el centro de Madrid,con impresionantes vistas sobre Gran Vía y Plaza de España.El hotel cuenta en la planta 14 con el Restaurante & Lounge bar Nice to meet you,con terraza panorámica,vistas 360ºy una Skypool. Cocina actual,en un ambiente cosmopolita y distendido,cócteles,y música DJ.",No hay link,Dear Hotel Madrid,164 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Bar/salón"",""Transporte desde/al aeropuerto"",""Salas de reuniones"",""Terraza en el ático"",""Vigilancia 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Servicio de habitaciones"",""Minibar"",""Frigorífico"",""Televisor de pantalla plana""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle Gran Via 80 Junto a Plaza de España, 28013 Madrid España"
Only YOU Hotel Atocha,"Only YOU Hotel Atocha: El hotel se encuentra ubicado en una zona céntrica de Madrid, en el paseo Infanta Isabel, frente a la estación de tren Madrid Puerta de Atocha y a escasos metros del parque del Retiro. A la belleza del edificio histórico, se añade su cuidado diseño, un interiorismo basado en el juego ecléctico de recursos con un carácter sofisticadamente desenfadado con la intención de crear un ambiente de confort urbano.",null,Only YOU Hotel Atocha,167 €,"5,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Terraza en el ático"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Suite nupcial""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Paseo de la Infanta Isabel, 13, 28014 Madrid España"
ARTIEM Madrid,"El hotel ARTIEM Madrid se convertirá en tu segunda casa cuando viajes por negocios. Este rincón es perfecto para celebrar una reunión, inspirarse para trabajar, seguir tu rutina deportiva y, por supuesto desconectar de la capital. Aquí, encontraras paz y descanso. Te enamorará este pequeño oasis urbano con mucho “green” diseñado para convertirse en el refugio al que regresar para relajarse después de un intenso día en Madrid. Ubicado en el barrio residencial de Arturo Soria, a tan solo 15 minutos del aeropuerto y 12 minutos en coche del centro de Madrid.",https://www.tripadvisor.es/Commerce?p=TABAIndependentHotels&src=0&geo=231633&from=Hotel_Review&area=&slot=3&matchID=1&oos=0&cnt=1&silo=30356&bucket=875171&ubucket=875171&nrank=1&crank=1&clt=CLD&tm=258366266&managed=false&capped=false&gosox=5_3Y6UYwwGjgw_c7hEwIkUPMoXqF0WqUzs16nPFFbTQ4ZBHvjhROZ6olw0GKVMxlvzQgqHipUfHem4xE_ixrxQ&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&inMonth=3&inYear=2023&outMonth=3&outYear=2023&def_d=true&bapid=3&cs=197f5b70949920b64a4829a4a4fab01c8&ba_uid=d2a09050-e580-4def-9551-af87354183c8,ARTIEM Madrid,101 €,"5,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Lavado en seco"",""Habitación hipoalergénica"",""Cortinas opacas"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle Juan Pérez Zúñiga, 20, 28027 Madrid España"
Artrip Hotel,"¿Buscas donde alojarte en Madrid? Entonces no te pierdas Artrip Hotel, un hotel boutique que te acerca a lo mejor de Madrid.
Las habitaciones de los huéspedes incluyen televisor de pantalla plana y aire acondicionado, y Artrip Hotel te ayuda a que estés conectado, ya que dispone de wifi gratuito.
También puedes aprovechar algunos de los servicios que ofrece el hotel, como recepción abierta 24 horas, conserje y espacio para guardar el equipaje. Además, los huéspedes pueden disfrutar de desayuno buffet durante su visita. Otra ventaja añadida es que hay aparcamiento público de pago cerca disponible para los huéspedes.",No hay link,Artrip Hotel,150 €,"5,0","[""Aparcamiento público de pago cerca"",""Aparcamiento en la calle"",""Internet de alta velocidad gratuito (wifi)"",""Cafetería"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Balcón privado"",""Caja fuerte"",""Teléfono"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Valencia, 11, 28012 Madrid España"
Petit Palace Triball,"El Hotel Boutique Petit Palace Triball se encuentra en la Gran Vía madrileña, el corazón comercial y de ocio de la ciudad.
Su céntrica localización le permitirá explorar el ""triángulo de oro del arte"", que comprende algunos de los mejores museos del mundo. En el propio hotel se dan cita la elegancia del siglo XIX y las más avanzadas instalaciones y servicios, incluyendo conexión Wi-Fi Premium gratuita en todo el hotel y prensa internacional.",null,Petit Palace Triball,114 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno bufé"",""Alquiler de bicicletas"",""Bicicletas disponibles"",""Tronas disponibles"",""Carritos de bebé"",""Se admiten mascotas"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Teléfono"",""Armario"",""Minibar"",""Televisor de pantalla plana"",""Ducha a ras de suelo""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Habitaciones para familias""]",
Hotel Riu Plaza España,"El Hotel Riu Plaza España abrió sus puertas en agosto de 2019 en el Edificio España que es el octavo edificio más alto de Madrid, España, y uno de los edificios más icónicos de la ciudad. Es un ejemplo de la arquitectura española del siglo 20 construido en estilo neobarroco. Se encuentra a unos aprox. 20 km del aeropuerto de Madrid-Barajas Adolfo Suárez (MAD). Este hotel es ideal tanto para viajes de ocio como de negocios. Las 584 habitaciones de diseño moderno y elegantemente decoradas, con Wi-Fi gratuito, ofrecen el máximo confort y descanso. En las 17 elegantes y modernas salas de conferencias podrá organizar con éxito sus eventos y reuniones. Para los amantes de la gastronomía, se ofrece a los huéspedes un restaurante buffet, así como un Sky Bar y un Lobby Bar para aperitivos y bebidas. Visite la reinventada azotea. La terraza de 360º cuenta ahora con un nuevo Gastrobar llamado El Edén y un atractivo más que se suma a sus espectaculares vistas de la capital: un mirador transparente que da a la recién inaugurada Plaza de España. Este balcón acristalado que cuelga a 100 metros de altura sobre el suelo ofrece a los visitantes más intrépidos una panorámica espectacular de la zona sur de la capital.",null,Hotel Riu Plaza España,169 €,"4,0","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Guardería"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Balcón privado"",""Cafetera/tetera"",""TV por cable o satélite"",""Sofá cama"",""Bañera de hidromasaje""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Gran Via 84, 28013 Madrid España"
ME Madrid Reina Victoria,"El Hotel ME Madrid Reina Victoria se encuentra estratégicamente situado en el centro de la ciudad, con fácil acceso a los principales puntos de interés como son los Museos del Prado, Thyssen-Bornemisza y Reina Sofía, el Parque del Retiro, el Congreso, Puerta del Sol, Plaza Mayor, el Palacio Real y la zona comercial y empresarial.",null,ME Madrid Reina Victoria,225 €,"4,5","[""Punto de recarga de vehículos eléctricos"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Alquiler de bicicletas"",""Pub/DJ"",""Guardería"",""Se admiten mascotas"",""Habitación hipoalergénica"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones insonorizadas"",""Habitaciones interconectadas disponibles"",""Habitaciones de no fumadores"",""Suites""]","Plaza de Santa Ana 14, 28012 Madrid España"
Gran Hotel Inglés,"El Gran Hotel Inglés data del año 1886, el primer hotel construido en Madrid. Totalmente restaurado y renovado bajo la dirección artística de Rockwell Group. El hotel se ha convertido en una de las propiedades más lujosas de Madrid. Situado en una ubicación incomparable en el centro de la ciudad, se encuentra cerca de la zona cultural, el área comercial y las zonas de ocio de la capital. Entre sus muchos atributos se destaca un sofisticado restaurante que combina tradición e innovación en su gastronomía, un completo gimnasio con equipamiento de vanguardia con un variado programa de servicios y actividades, y una zona de bienestar integral con amplia variedad de productos y tratamientos exclusivos.",null,Gran Hotel Inglés,496 €,"5,0","[""Servicio de aparcacoches"",""Internet de alta velocidad gratuito (wifi)"",""Jacuzzi"",""Gimnasio / Sala de entrenamiento"",""Desayuno gratuito"",""Guardería"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de limpieza"",""Minibar"",""TV por cable o satélite"",""Camas extragrandes"",""Ducha a ras de suelo""]","[""Vistas a la ciudad"",""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Echegaray 8 Barrio de Las Letras, 28014 Madrid España"
Travelodge Madrid Alcala,"El hotel Travelodge Madrid Alcalá es un hotel moderno y funcional de nueva construcción ubicado en una zona residencial, comercial y de negocios de Madrid. Su excelente ubicación junto a la Calle Alcalá, al Centro de Congresos y Convenciones (IFEMA) y al aeropuerto de Madrid-Barajas, además del cercano acceso a diferentes transportes públicos que comunican la capital, lo convierten en la opción ideal tanto para el cliente que viaja por negocios como para el que viaja por placer. El hotel dispone de 98 espaciosas y modernas habitaciones, totalmente equipadas, un Bar-Café, Wi-fi gratuito ilimitado en las zonas comunes, máquinas de venta automática y aparcamiento privado (de pago). Está a tan sólo 600 metros de la parada de metro Ciudad Lineal y a 800 metros de Suanzes, con una línea directa al centro de la ciudad.",No hay link,Travelodge Madrid Alcala,55 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Aparcamiento"",""Wifi"",""Bar/salón"",""Se admiten mascotas"",""Espacio para guardar el equipaje"",""Conserje"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Televisor de pantalla plana"",""Bañera/ducha""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores""]","Santa Leonor street, 34, 28037 Madrid España"
Hotel Principe Pio,"EL HOTEL PRÍNCIPE PÍO ESTA SITUADO EN EL CORAZÓN DE MADRID.
Con un total de 148 habitaciones y con una ubicación privilegiada Frente al Palacio Real y enclavado en el centro histórico, cultural y de ocio de Madrid-, el hotel Príncipe Pío es el establecimiento perfecto para visitar la capital, ya sea por viajes de negocios, o bien, para disfrutar de la oferta cultural y gastronómica de Madrid acompañado por la familia.",null,Hotel Principe Pio,83 €,"4,0","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Desayuno disponible"",""Alquiler de bicicletas"",""Servicio de taxi"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Servicio de habitaciones"",""Caja fuerte"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones de no fumadores"",""Habitaciones para familias""]","Cuesta de San Vicente, 14, 28008 Madrid España"
Petit Palace Lealtad Plaza,"Elegante hotel de diseño que se encuentra en la exclusiva zona del Paseo del Prado, junto a la Bolsa de Madrid, la Plaza Neptuno y a pocos minutos andando del Museo del Prado y del Parque del Retiro. Ubicado en un antiguo edificio de cinco alturas, construido a principios del siglo XIX. Todas las habitaciones cuentan con WIFI gratuito en todo el edificio. El hotel cuenta con 71 elegantes habitaciones repartidas en cinco pisos y un apartamento totalmente equipado con cocina incluida. Todas las habitaciones están decoradas con muebles modernos y a su vez cómodos para asegurar que al cliente no le falta nada durante su estancia. En el restaurante del Hotel Petit Palace Lealtad Plaza se ofrece un exquisito desayuno buffet cada mañana compuesto por una amplia selección de productos y platos tanto calientes como fríos para que los clientes puedan empezar el día con la energía necesaria. El hotel ofrece un exclusivo alquiler de bicicletas de forma gratuita y acepta mascotas hasta un máximo de 15 kg (cestas y cuencos disponibles gratuitamente). Recepción de 24 horas.",No hay link,Petit Palace Lealtad Plaza,143 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Alquiler de bicicletas"",""Tronas disponibles"",""Carritos de bebé"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Aire acondicionado"",""Servicio de limpieza"",""Servicio de habitaciones"",""Teléfono"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía"",""Secador de pelo""]","[""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Antonio Maura 5, 28014 Madrid España"
Hotel Preciados,"Moderno Boutique hotel de diseño cuatro estrellas, situado en la principal calle comercial de Madrid, calle Preciados. Su excelente ubicación, entre Plaza España – Gran Vía – Paseo del Prado – Puerta del Sol y Plaza Mayor, permite ofrecer a sus clientes los mayores atractivos culturales y comerciales de Madrid. MINIBAR y WIFI GRATUITO en todas las habitaciones.La tranquilidad en su entorno, cortesía, elegancia y la comodidad, son el encanto y la grandeza del Hotel Preciados.",No hay link,Hotel Preciados,134 €,"4,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Canales de televisión infantiles"",""Tronas disponibles"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Minibar"",""TV por cable o satélite"",""Camas extragrandes"",""Ducha a ras de suelo""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores"",""Suites""]","C/ Preciados 37 corner with Santo Domingo Plaza, 28013 Madrid España"
Hotel Urban,"Hotel Urban es una magnífica elección para los viajeros que visiten Madrid, ya que ofrece un ambiente con encanto, además de numerosos servicios diseñados para mejorar tu estancia.
Al estar cerca de los puntos de referencia más conocidos de Madrid, como Plaza de Santa Ana (0,3 km) y Plaza Mayor (0,7 km), Hotel Urban Madrid es un magnífico destino para turistas.",https://www.tripadvisor.es/Commerce?p=TABAIndependentHotels&src=143318549&geo=296957&from=Hotel_Review&area=&slot=1&matchID=1&oos=0&cnt=1&silo=30356&bucket=902157&nrank=1&crank=1&clt=CLD&ttype=ContactLinkDesktop&tm=258366353&managed=false&capped=false&gosox=IOMrGKOZ9Blz2yQjCmhl4a71FBhHMEBO0q-hwCl9cawk1nGR0z50XRPtkFdJZk_xtTBJMWLqDYB4ZNe5zmZDb-TVrqaIEmiQjXmJOTRV4EGNS0Y4iZTQy5TpjyDJ3U9n&adults=2&child_rm_ages=&inDay=19&outDay=20&rooms=1&dated=true&inMonth=3&inYear=2023&outMonth=3&outYear=2023&def_d=true&bapid=1&cs=11428089519b1fa242c07d709c9bd870a&ba_uid=54ad7716-e19b-45c0-aaf5-36a21985039f,Hotel Urban,206 €,"4,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Guardería"",""Se admiten mascotas"",""Transporte desde/al aeropuerto"",""Aire acondicionado"",""Servicio de habitaciones"",""Caja fuerte"",""Minibar"",""Frigorífico"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]",
Hotel Europa,"La búsqueda del hotel tranquilo ideal en Madrid no tiene por qué ser complicada. Bienvenido a Hotel Europa, una fantástica opción para viajeros como tú.
Durante su estancia en Europa Hotel, los huéspedes pueden visitar Plaza de Santa Ana (0,4 km) y Plaza Mayor (0,4 km), que son algunas de las principales atracciones de Madrid.
Las habitaciones incluyen televisor de pantalla plana y aire acondicionado, y es posible permanecer conectado, ya que hay wifi gratuito disponible, para que disfrutes de tu descanso con comodidad.",null,Hotel Europa,210 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Restaurante"",""Servicio de taxi"",""Vigilancia 24 horas"",""Espacio para guardar el equipaje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Aire acondicionado"",""Servicio de limpieza"",""Balcón privado"",""Servicio de habitaciones"",""Frigorífico"",""Televisor de pantalla plana"",""Bañera/ducha"",""Artículos de aseo gratuitos de cortesía""]","[""Vistas a sitios de interés turístico"",""Habitaciones de no fumadores""]",
Hotel Caballero Errante,"¿Buscas un lugar para alojarte en Madrid? Entonces no te pierdas Caballero Errante Hotel, un hotel económico que te acerca a lo mejor de Madrid. Las habitaciones de los huéspedes estan equipadas con todo lo necesario para una estancia agradable. También puedes aprovechar algunos de los servicios que ofrece el hotel, como recepción abierta las 24 horas, registro de entrada las 24 horas. Además, los huéspedes pueden disfrutar de desayuno durante su visita. Como una comodidad adicional, hay estacionamiento (de pago) disponible para los huéspedes. Al estar cerca de algunos de los puntos de referencia más populares de Madrid, como Paseo de la Castellana, Faro de Moncloa (3,9 km) y Metrópolis (3,9 km), Caballero Errante Hotel es un magnífico destino para turistas. Mientras estés en Madrid, quizás quieras ir a algunos de los restaurantes que se encuentran a poca distancia a pie de Caballero Errante Hotel, como DiverXO (0,8 km), De Maria Felix Boix (0,4 km) y Sacha (0,6 km). Durante su visita, asegúrese de visitar atracciones populares como Stadio Santiago Bernabeu (1,0 km), Centro de Exposiciones de Arte del Canal (0,4 km) y Paseo de la Castellana (0,9 km), a las que se puede acceder a pie desde el hotel. Estamos seguros de que disfrutarás de tu estancia en Caballero Errante Hotel mientras descubres todo lo que Madrid tiene para ofrecer.",null,Hotel Caballero Errante,65 €,"4,5","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Bar/salón"",""Se admiten mascotas"",""Espacio para guardar el equipaje"",""Conserje"",""Registro de entrada 24 horas"",""Recepción 24 horas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de limpieza"",""Caja fuerte"",""Minibar"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Habitaciones para fumadores disponibles""]","Calle Pinos Alta 14, 28029 Madrid España"
Pestana CR7 Gran Vía Madrid,"Un hotel que piensa en el viajero urbanita, el que quiere disfrutar de la ciudad y de su parte más vibrante y cosmopolita, pero el que también quiere encontrar un punto de desconexión y relax sin salir del hotel.
Desayunar en la terraza, comer una pizza con sello napolitano, disfrutar de un cóctel con una de las mejores vistas panorámicas de Madrid o hacerte una foto durante el atardecer. Todo ello es posible aquí.",No hay link,Pestana CR7 Gran Vía Madrid,140 €,"4,5","[""Aparcamiento público de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina en la azotea"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Instalaciones para conferencias"",""Zona para tomar el sol"",""Terraza-solario"",""Cortinas opacas"",""Aire acondicionado"",""Servicio de habitaciones"",""Sofá"",""Teléfono"",""Minibar"",""TV por cable o satélite"",""Bañera/ducha""]","[""Vistas a la ciudad"",""Habitaciones de no fumadores""]","Gran Vía 29, 28013 Madrid España"
Hotel Nuevo Boston,"El Hotel Nuevo Boston**** es un moderno hotel, que ofrece alojamiento en Madrid, con una situación privilegiada, solo a unos minutos del Aeropuerto Internacional de Madrid Barajas y del recinto ferial IFEMA, con excelentes comunicaciones y transporte público.El Hotel Nuevo Boston**** está diseñado con una singular y original decoración, que le sorprenderá desde un primer momento, como una de las mejores elecciones de hoteles en Madrid con 4 estrellas.Un inmejorable servicio personalizado, se mezcla con las más modernas instalaciones. y con una amplia gama de servicios, para hacer de su estancia una experiencia perfecta e inolvidable, sea el motivo de su visita placer o negocios.Entre todos los servicios e instalaciones del Hotel Nuevo Boston destacan: -TRANSFER GRATUITO AL/DESDE EL HOTEL AL AEROPUERTO DE BARAJAS 24 HORAS AL DIA. -TRANSFER GRATUITO A/DESDE IFEMA en ferias publicadas en calendario oficial de Ifema. -TRANSFER GRATUITO A/DESDE PUERTA DE ALCALA fines de semana, festivos, Semana Santa, agosto y navidad. -Wi-Fi GRATUITO en todas las habitaciones y zonas comunes. -PISCINA DE VERANO para refrescarse después de un vuelo, de un día de trabajo o visitando la increíble ciudad de Madrid. -Parking privado con posibilidad de larga estancia.",null,Hotel Nuevo Boston,82 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Bolera fuera del recinto"",""Tronas disponibles"",""Transporte gratuito desde/al aeropuerto"",""Habitación hipoalergénica"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Minibar"",""TV por cable o satélite"",""Camas extragrandes"",""Bidé""]","[""Vistas a la ciudad"",""Vistas a la piscina"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]",
Hotel Nuevo Madrid,"El hotel está situado en una tranquila zona residencial de la nueva área empresarial del norte de Madrid, a solo 10 minutos del aeropuerto, del recinto ferial IFEMA, del Palacio de Congresos y del estadio de fútbol Santiago Bernabéu.",No hay link,Hotel Nuevo Madrid,68 €,"4,0","[""Aparcamiento privado de pago dentro del recinto"",""Internet de alta velocidad gratuito (wifi)"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Alquiler de coches"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Balneario"",""Cortinas opacas"",""Aire acondicionado"",""Mesa de escritorio"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Secador de pelo""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites""]","Calle Bausa 27, 28033 Madrid España"
Catalonia Atocha,"Si buscas un hotel con encanto en Madrid, no te pierdas Catalonia Atocha.
Como está cerca de la mayoría de los puntos de referencia de Madrid, como Plaza de Santa Ana (0,4 km) y La Latina (0,9 km), Catalonia Atocha Calle Atocha 81 Hotel es un fantástico destino para turistas.
Las habitaciones de los huéspedes incluyen televisor de pantalla plana, aire acondicionado y minibar, y Catalonia Atocha te ayuda a que estés conectado, ya que dispone de wifi gratuito.",No hay link,Catalonia Atocha,160 €,"4,5","[""Aparcamiento"",""Internet de alta velocidad gratuito (wifi)"",""Jacuzzi"",""Bar/salón"",""Se admiten mascotas"",""Servicio de taxi"",""Centro de negocios con acceso a Internet"",""Instalaciones para conferencias"",""Aire acondicionado"",""Mesa de escritorio"",""Balcón privado"",""Servicio de habitaciones"",""Minibar"",""Televisor de pantalla plana"",""Artículos de aseo gratuitos de cortesía""]","[""Habitaciones insonorizadas"",""Habitaciones de no fumadores"",""Suites"",""Habitaciones para familias""]","Calle Atocha 81, 28012 Madrid España"
Axel Hotel Madrid,"Axel Hotel Madrid está ubicado en el número 49 de la calle Atocha, ubicado en el popular Barrio de las Letras, y rodeado de las calles más emblemáticas de la ciudad, en un enclave bohemio que combina diversión, compras y buena gastronomía. El hotel dispondrá de 88 habitaciones y en Axel Hotel Madrid encontrarás tu punto de encuentro en la capital, con sus innovadores espacios de ocio en los que cuidarte y divertirte, siempre fiel al concepto Axel de estilo, diseño, confort y ambiente cosmopolita.",No hay link,Axel Hotel Madrid,121 €,"4,5","[""Aparcamiento privado de pago cerca"",""Internet de alta velocidad gratuito (wifi)"",""Piscina"",""Gimnasio / Sala de entrenamiento"",""Bar/salón"",""Servicio de taxi"",""Salas de reuniones"",""Masaje"",""Aire acondicionado"",""Balcón privado"",""Servicio de habitaciones"",""Caja fuerte"",""Teléfono"",""Equipamiento para sala VIP"",""Minibar"",""Televisor de pantalla plana""]","[""Habitaciones de no fumadores"",""Suites""]","Calle Atocha 49, 28012 Madrid España"
